track_id,artist_name,track_title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
1OOtq8tRnDM8kG2gqUPjAj,Michael Jackson,Beat It,0.776,0.867,3,-3.704,0,0.0479,0.0495,7.92e-06,0.197,0.918,138.827,258040
6SjbzGo7arjfM5cXpXhc5B,The Clash,Should I Stay or Should I Go - Remastered,0.74,0.848,2,-6.437,1,0.144,0.0781,0.0,0.375,0.802,113.381,186093
3h4h7LYcudzLLRX2dJU6st,TOTO,Africa,0.701,0.576,9,-9.328,1,0.0298,0.195,0.000252,0.049,0.695,92.781,296400
2dlEdDEmuQsrcXaAL3Znzi,Daryl Hall & John Oates,You Make My Dreams (Come True),0.737,0.569,5,-6.702,1,0.0552,0.261,0.308,0.046,0.912,167.202,190707
0SNGe4xksgp7CGnY5kMXOJ,The Police,Every Breath You Take,0.822,0.478,1,-8.746,1,0.0343,0.559,0.0073,0.0813,0.722,117.394,251573
1Jj6MF0xDOMA3Ut2Z368Bx,Cyndi Lauper,Time After Time,0.724,0.436,0,-9.321,1,0.0282,0.576,1.19e-06,0.0908,0.324,130.439,243067
0HEmnAUT8PHznIAAmVXqFJ,George Michael,Faith - Remastered,0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,193200
5ChkMS8OtdzJeqyybCc9R5,Michael Jackson,Billie Jean,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0153,0.036,0.847,117.046,293827
7FwBtcecmlpc1sLySPXeGE,Bruce Springsteen,Dancing In the Dark,0.527,0.942,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723,241307
1ot6jEe4w4hYnsOPjd3xKQ,The Pointer Sisters,I'm So Excited,0.59,0.868,5,-5.832,0,0.048,0.0962,0.000322,0.442,0.798,184.348,230640
5MTQHfYH4RkJMtmtBQmnEj,Men At Work,Down Under,0.741,0.808,11,-4.367,0,0.026,0.0914,0.0147,0.0488,0.908,107.234,223760
72dwliDcUH6g2TFiMTEbE9,Billy Ocean,Caribbean Queen (No More Love On the Run),0.785,0.671,5,-7.047,1,0.0267,0.176,6.45e-05,0.0955,0.95,113.805,244440
62LJFaYihsdVrrkgUOJC05,Prince,Kiss,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,226240
4aKIs5t9TqP59btlCGPrgw,Daryl Hall & John Oates,Maneater,0.727,0.685,11,-7.159,0,0.0398,0.0351,4.43e-05,0.0973,0.812,88.75,271893
6NdcSEhpGGAYXNnnhGS2s6,The Romantics,What I Like About You,0.542,0.915,9,-9.637,1,0.0549,0.319,5.34e-05,0.171,0.92,159.81,175400
2FZzcWnzSyUvFbu7xNLepv,DEVO,Whip It,0.769,0.867,2,-7.436,1,0.0545,0.06,0.000562,0.0432,0.962,157.874,158640
0FutrWIUM5Mg3434asiwkp,Rick Astley,Never Gonna Give You Up,0.695,0.976,8,-6.982,1,0.0428,0.0262,2.41e-05,0.182,0.937,113.357,212400
34x6hEJgGAOQvmlMql5Ige,Kenny Loggins,"Danger Zone - From ""Top Gun"" Original Soundtrack",0.544,0.897,3,-6.056,0,0.0471,0.241,0.0,0.13,0.647,157.17,215133
4rcHWl68ai6KvpXlc8vbnE,REO Speedwagon,Keep on Loving You,0.306,0.722,0,-5.963,1,0.034,0.0519,0.0,0.117,0.41,174.732,200293
5qFPs70nZD1fQZOi7u7cIZ,Wham!,Wake Me Up Before You Go-Go - Remastered,0.607,0.795,0,-5.137,1,0.0496,0.0986,0.0,0.059,0.815,81.298,232280
5dRQUolXAVX3BbCiIxmSsf,The Outfield,Your Love,0.555,0.757,1,-7.868,0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607,221840
1QLyDdhB9gmxbGv0K1kFyT,Scorpions,Rock You Like a Hurricane - 2011,0.584,0.833,11,-5.824,1,0.0358,0.000265,0.00595,0.32,0.671,124.018,254347
10zlwR7kvVbD9OBkeZWr3L,A Flock Of Seagulls,I Ran,0.537,0.815,2,-6.208,1,0.0348,0.000418,0.807,0.194,0.691,145.424,219907
63diy8Bzm0pHMAU37By2Nh,Eddie Money,Take Me Home Tonight,0.622,0.845,1,-5.984,1,0.0324,0.117,0.0,0.0984,0.718,132.747,211467
0BB9eUBBaaX6GALSYNcEp7,Dead Or Alive,You Spin Me Round (Like a Record),0.554,0.851,6,-10.526,0,0.0334,0.006,0.0242,0.405,0.96,128.103,196800
4w3tQBXhn5345eUXDGBWZG,Dolly Parton,9 to 5,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,162467
2ZqT3GcisHUBsEaqhLGHwU,Matthew Wilder,Break My Stride,0.901,0.654,10,-10.15,1,0.0655,0.2,0.0,0.165,0.781,110.131,180240
6A4Jc8npNo79BOgsrPptLA,Rockwell,Somebody's Watching Me - Single Version,0.767,0.712,1,-4.128,0,0.0324,0.0409,8.08e-05,0.132,0.804,124.092,237760
2vEQ9zBiwbAVXzS2SOxodY,Starship,Nothing's Gonna Stop Us Now,0.643,0.801,6,-4.921,1,0.0228,0.0298,0.0,0.0719,0.534,95.988,270333
6mv30SInldy4Ijy1XZ9GdO,Whitney Houston,How Will I Know,0.838,0.664,6,-9.176,1,0.0445,0.202,0.000146,0.621,0.929,119.6,273413
6wLr2oR8eqUG5Beleh2Crm,Paul Simon,You Can Call Me Al,0.777,0.725,5,-9.012,1,0.047,0.126,0.0108,0.0917,0.851,128.349,276360
22sLuJYcvZOSoLLRYev1s5,Madonna,Material Girl,0.742,0.883,0,-3.419,1,0.0329,0.333,7.51e-06,0.0964,0.978,136.506,240280
7fRvtXvJMpGfTLdF0M09a1,The Romantics,Talking In Your Sleep,0.72,0.967,9,-4.434,0,0.0343,0.0289,0.000345,0.142,0.977,129.766,235093
0sgDEFq9oeC8ueOK0mR5IA,Loverboy,Working for the Weekend,0.526,0.924,7,-5.591,1,0.0391,0.027,0.000728,0.598,0.793,147.28,220707
5UqqOfFa9DYXALpCCF8VwB,Bill Medley,(I've Had) The Time of My Life,0.697,0.665,6,-12.907,0,0.0412,0.0476,0.00665,0.0796,0.485,108.535,289680
0RaY0juzXaCUDZ7SWGn85j,Aretha Franklin,Freeway of Love - Single Mix,0.738,0.921,0,-4.908,1,0.124,0.33,2.09e-06,0.066,0.668,125.436,246693
56KqaFSGTb7ifpt16t5Y1N,The Clash,Rock the Casbah - Remastered,0.797,0.872,9,-6.727,0,0.0575,0.291,0.0,0.284,0.866,129.885,222427
0QPYn15U8IQHKcH2LDfrek,Wham!,Last Christmas,0.735,0.645,11,-8.147,0,0.0273,0.277,0.0,0.458,0.881,106.753,266147
0RteYQqW1AOq3JNL0yMWYt,Roy Orbison,You Got It,0.652,0.634,9,-9.914,1,0.0261,0.566,1.08e-06,0.15,0.674,114.681,211227
15MJ5NThPjj6xhPcts8MiY,Berlin,"Take My Breath Away - Love Theme from ""Top Gun""",0.497,0.719,6,-9.397,1,0.0266,0.0613,0.0,0.411,0.547,95.769,255733
1Jwc3ODLQxtbnS8M9TflSP,The Bangles,Walk Like an Egyptian,0.724,0.891,11,-7.818,1,0.0995,0.00344,4.72e-05,0.3,0.818,103.022,204707
6qUEOWqOzu1rLPUPQ1ECpx,Run–D.M.C.,Walk This Way (feat. Aerosmith),0.761,0.711,9,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.947,105.448,310387
4k0bXm9Q4RaTuYi09i4lKK,The Pointer Sisters,Jump (For My Love),0.86,0.705,10,-12.514,0,0.0894,0.107,8.87e-06,0.149,0.854,134.395,262618
7LbOQt7isddrw3Bs3Czl7E,Billy Joel,It's Still Rock and Roll to Me,0.742,0.657,0,-7.589,1,0.181,0.0958,1.97e-06,0.0895,0.589,140.804,177267
39lSeqnyjZJejRuaREfyLL,Duran Duran,Hungry Like the Wolf - 2009 Remaster,0.691,0.812,0,-7.772,1,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,220627
6Nabz5Gsy80XL0MJoOmgF8,Midnight Oil,Beds Are Burning - Remastered,0.754,0.496,0,-8.7,1,0.0351,0.00539,0.000152,0.0871,0.341,119.186,258173
6QGI6v91UlqSytTDVKZIUP,Ray Parker Jr.,Ghostbusters,0.787,0.588,6,-14.228,0,0.0355,0.0192,0.0205,0.347,0.803,115.513,245600
2olVm1lHicpveMAo4AUDRB,Huey Lewis & The News,The Power Of Love,0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,234333
3PzsbWSQdLCKDLxn7YZfkM,Bruce Springsteen,I'm On Fire,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,155880
6J8IwGX3oHi7x9B57vmMMW,Bow Wow Wow,I Want Candy,0.686,0.649,7,-12.935,1,0.0642,0.00623,0.0625,0.0592,0.76,109.984,164533
3wqoAzrr5htxSZ7KzxhLHg,Steve Perry,Oh Sherrie,0.577,0.665,5,-5.572,1,0.0285,0.312,8.89e-05,0.138,0.305,101.807,228800
5prTs2HAw2G4idHZyeFp8o,Bonnie Tyler,Total Eclipse of the Heart,0.435,0.658,8,-8.179,1,0.0661,0.195,0.0,0.102,0.184,130.276,269787
6mJQe0vTIojlxwyMwwy6YR,Eddie Money,Think I'm In Love,0.486,0.83,3,-10.815,1,0.037,0.0104,0.000475,0.0635,0.652,151.869,188533
0F1O42piteiHP3dRvKUz6p,David Bowie,Let's Dance - Single Version [Remastered],0.643,0.627,8,-10.972,1,0.0405,0.00773,0.00259,0.123,0.725,114.477,248587
2SiXAy7TuUkycRVbbWDEpo,AC/DC,You Shook Me All Night Long,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173
6lSVidZXCnOnYAWcgIqVDF,The Jacksons,Shake Your Body (Down to the Ground) - Single Edit,0.774,0.803,0,-4.959,1,0.0877,0.0307,0.0,0.347,0.813,117.779,224893
7aHRctaQ7vjxVTVmY8OhAA,Starship,We Built This City,0.661,0.908,5,-4.897,1,0.039,0.052,0.0,0.0708,0.656,144.091,296080
3nFJbZCHP4d9vduKjJLdBL,Luther Vandross,Never Too Much,0.734,0.586,2,-11.866,1,0.129,0.125,0.0,0.0367,0.762,109.933,230467
5WwqdeavrQrbeAMDxGawse,REO Speedwagon,Can't Fight This Feeling,0.408,0.48,9,-11.017,1,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,294773
0bBVRsBbgnzW8wmdlD7Apq,Men At Work,Overkill,0.641,0.816,1,-3.963,0,0.0285,0.087,0.0,0.116,0.553,139.185,227133
1Cl1J4Ai7NkuhLdaDHthTh,The Psychedelic Furs,Pretty in Pink,0.376,0.885,2,-7.034,1,0.0775,0.117,0.0104,0.296,0.697,135.619,239960
0Hjf7OitONvGHglkCHRExc,Sananda Maitreya,Wishing Well,0.857,0.451,10,-12.831,0,0.0595,0.0925,0.0,0.205,0.816,104.963,210467
7vJnM5FUcOV3xAKJHSSUWj,Kenny Loggins,"I'm Alright - Theme from ""Caddyshack""",0.554,0.833,7,-7.562,1,0.0459,0.128,1.75e-06,0.3,0.95,162.854,226373
51wQovDO0hf05pkZYvu1GI,Willie Nelson,On the Road Again - Live,0.714,0.715,4,-9.965,1,0.0387,0.345,0.00567,0.927,0.841,111.036,152267
2XgDgIsVUOt9Lov5G4Wruy,George Michael,I Knew You Were Waiting (For Me),0.717,0.837,4,-5.49,1,0.0457,0.266,0.0,0.235,0.68,107.989,238000
44PrZkKrhVakshAlc48zrF,Whitney Houston,Saving All My Love for You,0.637,0.417,6,-7.224,0,0.0242,0.547,3.38e-05,0.179,0.244,99.191,234933
5MoDQWMDMaAGDEiWsJfeCi,The Bangles,Eternal Flame,0.526,0.358,4,-7.239,0,0.0243,0.525,0.0,0.0942,0.399,78.989,238027
58E1XVmZTODC67YNjneuXM,Soft Cell,Tainted Love,0.542,0.45,7,-9.931,0,0.0361,0.558,6.43e-06,0.579,0.626,144.437,153840
0YkbYk24ODhuewb79zZZzM,Tom Petty,You Wreck Me,0.479,0.89,10,-4.527,1,0.0374,0.000605,0.000345,0.0932,0.795,164.491,202893
0n2SEXB2qoRQg171q7XqeW,Santana,Smooth (feat. Rob Thomas),0.609,0.923,9,-3.908,1,0.0338,0.16,4.73e-06,0.295,0.961,115.996,294987
594M0rqYMOo8BhMGEdoi5C,*NSYNC,Tearin' up My Heart - Radio Edit,0.686,0.915,7,-4.447,1,0.0364,0.0028,7.16e-06,0.233,0.796,110.054,211000
5eYwDBLucWfWI5KsV7oYX2,Tom Petty and the Heartbreakers,Mary Jane's Last Dance,0.402,0.814,10,-4.954,1,0.14,0.0383,1.19e-06,0.266,0.516,170.02,272267
1KGi9sZVMeszgZOWivFpxs,TLC,No Scrubs,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400
0mWiuXuLAJ3Brin3Or2x6v,Foo Fighters,Learn to Fly,0.439,0.931,11,-2.59,0,0.0473,1.92e-05,1.21e-05,0.193,0.527,135.944,234800
6onLnWywmbSnXDFPVY1mM6,Christina Aguilera,Genie in a Bottle,0.633,0.792,1,-6.968,1,0.149,0.185,0.000185,0.152,0.918,175.795,217133
7EFVJfuaqhIIvzNHZpEpth,Britney Spears,...Baby One More Time,0.757,0.725,0,-4.86,0,0.0315,0.185,5.56e-05,0.568,0.883,92.96,211160
7MooGz4ZPE4bNxjFegR6Jx,Tom Petty,You Don't Know How It Feels,0.765,0.502,9,-7.393,1,0.0321,0.119,0.0011,0.171,0.836,144.204,289440
4pmc2AxSEq6g7hPVlJCPyP,Destiny's Child,"Jumpin', Jumpin'",0.771,0.685,1,-4.639,1,0.0567,0.00543,0.00157,0.0537,0.683,88.997,230200
17S4XrLvF5jlGvGCJHgF51,Tom Petty and the Heartbreakers,Learning To Fly,0.651,0.766,0,-9.935,1,0.0299,0.206,0.00103,0.362,0.949,116.74,242107
7v0kHF6tXT8ekVrJAbxpph,Backstreet Boys,I Want It That Way,0.667,0.728,6,-5.476,0,0.0272,0.161,0.0,0.199,0.456,99.014,213000
4BggEwLhGfrbrl7JBhC8EC,Crazy Town,Butterfly,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,216733
0KDaN0HL3TcJVTbXlQCEsS,Natalie Imbruglia,Torn,0.575,0.886,5,-5.182,1,0.034,0.0647,0.000187,0.709,0.609,96.31,244667
7jQBORjiir0pNSKGaHevq9,Lou Bega,Mambo No. 5 (A Little Bit of...),0.611,0.831,5,-5.394,0,0.394,0.0972,0.0,0.308,0.915,174.245,220133
1Je1IMUlBXcx1Fz0WE7oPT,Spice Girls,Wannabe,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,173027
0weAUscowxeqDtpCgtbpgp,Will Smith,Gettin' Jiggy Wit It,0.881,0.874,6,-4.505,1,0.139,0.0175,1.14e-06,0.154,0.858,107.891,227933
2Cy7QY8HPLk925AyNAt6OG,Michael Jackson,Black or White - Single Version,0.741,0.894,4,-3.826,1,0.0496,0.0814,0.0527,0.089,0.96,114.879,202853
6xkryXuiZU360Lngd4sx13,Mariah Carey,Fantasy,0.669,0.727,7,-7.588,1,0.0353,0.139,0.0,0.123,0.807,102.322,243493
7ofK94kTTBZZ5rdZiO1Isu,Incubus,Drive,0.639,0.849,4,-5.474,0,0.0361,0.0661,0.02,0.15,0.685,90.562,232987
33iv3wnGMrrDugd7GBso1z,Lit,My Own Worst Enemy,0.494,0.946,4,-2.757,1,0.0637,0.00129,0.0,0.398,0.741,103.408,169027
6rvYf9JxdVpMdIiEbsbsBL,Macy Gray,I Try,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,239440
2WjM5cxN10uHaNqh6OLkMv,Backstreet Boys,Everybody (Backstreet's Back) - Radio Edit,0.706,0.893,10,-4.355,0,0.0449,0.0449,1.04e-06,0.301,0.611,108.006,225253
5AmRtvaQgLmZ7CxOxABq4Y,*NSYNC,I Want You Back - Radio Edit,0.753,0.946,8,-2.149,0,0.0402,0.0743,0.000369,0.401,0.865,112.041,199787
3x4yV0hW5Ve3TKhFkXSqFn,Jennifer Lopez,If You Had My Love,0.68,0.625,11,-7.0,0,0.0353,0.0645,5.81e-05,0.109,0.814,94.02,266000
4ocbH5ZJqajZIpUrqRUoue,Train,Meet Virginia,0.675,0.553,7,-7.775,1,0.0486,0.0863,7.58e-06,0.118,0.594,90.02,239933
07q6QTQXyPRCf7GbLakRPr,Foo Fighters,Everlong,0.415,0.867,11,-5.497,0,0.0387,5.69e-05,0.000192,0.0883,0.36,157.902,249987
7H6ev70Weq6DdpZyyTmUXk,Destiny's Child,Say My Name,0.713,0.678,5,-3.525,0,0.102,0.273,0.0,0.149,0.734,138.009,271333
0Q0IVlqMV64kNLlwjPj0Hl,Fugees,Killing Me Softly With His Song,0.765,0.29,4,-17.117,0,0.139,0.0279,0.0,0.571,0.506,92.409,298773
2iIg5LCp81QGEpnAFDT8V4,Christina Aguilera,What a Girl Wants,0.755,0.827,0,-6.803,1,0.114,0.0671,0.0,0.329,0.797,142.122,215867
7mnGQesk1TzQLzQ9bYWZPR,Tal Bachman,She's so High,0.537,0.84,9,-4.626,1,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,224693
1DSJNBNhGZCigg9ll5VeZv,Britney Spears,(You Drive Me) Crazy,0.748,0.939,0,-4.288,0,0.0341,0.0534,0.0,0.32,0.96,104.001,198067
6CU0zWIWVTEnmWpSjVHM93,Des'ree,You Gotta Be,0.623,0.669,0,-9.985,1,0.0412,0.211,3.2e-06,0.111,0.492,94.028,245200
10TwZnDyL3tfpwBV85Wevs,Backstreet Boys,Quit Playing Games (With My Heart),0.799,0.841,11,-4.384,0,0.0341,0.0958,2.05e-06,0.186,0.935,100.041,233107
3rpeUtH3p22qBhJRpKxrW6,Jamiroquai,Virtual Insanity - Remastered,0.659,0.949,6,-4.682,1,0.105,0.123,0.0,0.133,0.512,92.025,229360
1pMjdk4KxtiCcbRutDYtwv,Mariah Carey,Always Be My Baby,0.643,0.563,4,-7.134,1,0.0357,0.53,0.0,0.149,0.492,78.95,258253
2FK7fxjzQEXD7Z32HSF0Hl,Will Smith,"Men In Black - From ""Men In Black"" Soundtrack",0.801,0.581,5,-8.491,0,0.0681,0.0968,0.000318,0.0971,0.656,107.545,227267
4GiVcDqNQI0fc0yYuRGH9m,Eve 6,Inside Out,0.483,0.818,11,-7.666,1,0.0444,0.114,0.0,0.367,0.691,175.668,219467
6j9ni7NsraofsDmYqIlEdr,Eagle-Eye Cherry,Save Tonight,0.541,0.7,0,-8.416,1,0.0348,8.86e-05,5.12e-05,0.0976,0.612,119.56,232560
6naxalmIoLFWR0siv8dnQQ,Britney Spears,Oops!...I Did It Again,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160
0Ph6L4l8dYUuXFmb71Ajnd,Ricky Martin,Livin' la Vida Loca,0.425,0.954,1,-3.756,0,0.0476,0.00414,0.0,0.0555,0.933,178.043,243160
6L89mwZXSOwYl76YXfX13s,Green Day,Basket Case,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,181533
225xvV8r1yKMHErSWivnow,Aerosmith,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",0.383,0.662,2,-5.162,1,0.0333,0.165,0.0,0.248,0.138,121.154,298760
3TW48DvQ7ChwY1Yy1tkMaP,Soul Asylum,Runaway Train (2022 Remaster),0.613,0.72,0,-7.957,1,0.0425,0.0132,0.0,0.104,0.561,117.341,265867
0QnONzv3TvHAWk294h6DaQ,Pearl Jam,Last Kiss,0.622,0.692,7,-6.97,1,0.0276,0.363,0.000158,0.193,0.774,112.053,195467
3XKIUb7HzIF1Vu9usunMzc,Santana,Maria Maria (feat. The Product G&B),0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,261973
6SluaPiV04KOaRTOIScoff,Robyn,Show Me Love - Radio Version,0.546,0.643,6,-4.069,0,0.0437,0.0745,0.0,0.213,0.704,181.838,229227
6DzbmjkVZpz1mrDobAoJI8,Fuel,Shimmer,0.263,0.784,7,-6.514,1,0.054,0.00192,0.0,0.15,0.385,114.671,214040
6e8Ou0wiqAzIpWb2eSxll8,Will Smith,Miami,0.877,0.534,1,-6.178,1,0.15,0.0339,1.67e-05,0.0441,0.89,108.17,197560
0YfNXMKlh46m6aAhHOrmls,Ms. Lauryn Hill,Doo Wop (That Thing) - Edit,0.795,0.56,2,-8.908,1,0.0659,0.00867,0.0,0.226,0.635,99.922,240667
751gBcu62kORDelX7FV0mM,Dido,Thank You,0.722,0.595,1,-9.928,0,0.0415,0.284,0.00054,0.0694,0.738,79.981,217827
3045fb9YLKYjlRq8398U3G,Usher,You Make Me Wanna...,0.761,0.65,5,-6.865,0,0.0588,0.0375,0.0,0.086,0.932,164.092,219547
7xUVverKyPPPAW3sDqXhfi,Savage Garden,Truly Madly Deeply,0.566,0.705,0,-7.569,1,0.0311,0.43,0.0,0.109,0.781,168.152,279400
5EDUIiDf1Sp6nVnmCMRxa2,Destiny's Child,"Independent Women, Pt. 1",0.517,0.598,6,-3.751,0,0.263,0.388,2.22e-06,0.183,0.922,96.933,221627
1aWV3uY3SIEZVbmv45oFWS,TLC,Creep,0.811,0.458,5,-9.688,0,0.0402,0.0193,1.41e-06,0.0526,0.797,92.94,268533
7aKWgpecgLEqisWcXPElDl,CAKE,Never There,0.761,0.735,9,-8.171,0,0.043,0.0426,0.0838,0.0917,0.592,125.815,164267
1oTHteQbmJw15rPxPVXUTv,Cypress Hill,Insane in the Brain,0.897,0.611,11,-10.489,1,0.211,0.0291,0.186,0.0894,0.769,102.304,208267
6mz1fBdKATx6qP4oP1I65G,Ginuwine,Pony,0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,251733
3vZO25GdYuqFrR1kzZADnp,Fugees,Ready or Not,0.607,0.422,10,-13.364,0,0.499,0.209,0.0,0.0839,0.563,130.47,226987
6XQz4HwNIQZ652JFa7putY,Whitney Houston,I Will Always Love You - Film Version,0.343,0.281,4,-9.534,1,0.0368,0.605,0.000296,0.0951,0.121,133.454,274693
4jnFqNWeJCeCRHc4HCdxfd,Michael Jackson,Remember the Time,0.831,0.921,5,-2.383,0,0.0582,0.153,0.00224,0.305,0.795,108.002,239227
0YuqaTaX6wdAI3mSR6LPQt,George Michael,Freedom! '90 - Edit,0.68,0.897,5,-7.32,1,0.0415,0.165,1.91e-05,0.0668,0.894,91.776,321803
6VWFrHAnLDyNUEJbJvpkZA,Jimmy Ray,Are You Jimmy Ray?,0.75,0.914,10,-5.707,0,0.0704,0.13,2.33e-05,0.392,0.673,99.083,201200
31bf9SEOppLU6lQ85d8om6,Pras,Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),0.818,0.653,1,-8.396,1,0.204,0.0335,5.46e-06,0.22,0.533,99.931,261133
4agp6oHofabdUedr0B1krj,LEN,Steal My Sunshine,0.412,0.829,4,-11.112,1,0.529,0.394,0.0,0.108,0.677,191.476,265533
1Oi2zpmL81Q0yScF1zxaC0,Destiny's Child,"Bills, Bills, Bills",0.845,0.576,11,-5.15,0,0.153,0.139,0.0,0.0764,0.461,127.641,256027
1UI0l2L66HJ9AtoEOlHzv4,Britney Spears,Sometimes,0.745,0.742,10,-5.693,1,0.0259,0.42,0.0,0.102,0.806,95.996,245067
7uYroF9RRrhRJBrigRvB6H,LFO,Summer Girls,0.814,0.808,7,-5.034,1,0.155,0.161,0.0,0.0616,0.738,99.816,257333
52y59AQ0HkwcxSnYrfnv5Q,Third Eye Blind,Semi-Charmed Life - 2006 Remaster,0.632,0.894,7,-5.211,1,0.0317,0.00622,0.0,0.328,0.718,102.039,268640
5jOvmh1DYmaiBPETL6HCRY,Jennifer Lopez,Waiting for Tonight,0.694,0.941,10,-6.108,0,0.0408,0.00224,0.0826,0.109,0.854,125.014,246507
3Cx4yrFaX8CeHwBMReOWXI,Billy Joel,We Didn't Start the Fire,0.712,0.967,7,-5.206,1,0.047,0.0771,0.0,0.356,0.895,145.024,287733
0BUoLE4o9eVahDHvTqak67,TLC,Unpretty,0.648,0.622,7,-6.063,1,0.0428,0.00152,5.97e-05,0.109,0.51,88.684,278067
2OawRn0NvWkStuemgdae4i,Ghost Town DJs,My Boo - Hitman's Club Mix,0.885,0.477,6,-9.196,0,0.0664,0.000131,0.000664,0.336,0.691,130.078,346840
5kSexWiBGosdZEP9ZrnMxw,Toni Braxton,Un-Break My Heart,0.628,0.478,2,-6.526,0,0.0269,0.432,0.0,0.124,0.124,109.926,268320
4CcSw8wQAHYf4XNckayPoc,Annie Lennox,Walking on Broken Glass,0.749,0.562,0,-8.45,1,0.0281,0.215,1.1e-06,0.105,0.807,115.008,253296
68C7Q9IW70v5uaXSXyWVm3,Ace of Base,The Sign,0.802,0.828,4,-6.366,0,0.0426,0.0127,0.0683,0.0293,0.946,97.01,189787
53eJFr4Mfbw5PXJ01K6cFw,Pearl Jam,Daughter - Remastered,0.615,0.702,7,-9.686,1,0.0278,0.00746,0.00431,0.0608,0.734,96.987,234333
4FCb4CUbFCMNRkI6lYc1zI,Mariah Carey,Hero,0.501,0.378,4,-9.37,1,0.029,0.735,0.0,0.119,0.178,119.987,257733
6yw2pmCVpIwnyEnqdEuAaT,Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",0.433,0.364,4,-8.842,1,0.0293,0.707,3.75e-06,0.171,0.0385,98.981,281253
6urCAbunOQI4bLhmGpX7iS,No Doubt,Don't Speak,0.52,0.709,5,-7.125,0,0.0352,0.247,1.78e-05,0.18,0.536,76.039,263560
1uCqIhOePc6hDMG2ijk8sp,Spin Doctors,Little Miss Can't Be Wrong,0.515,0.903,0,-8.832,1,0.0443,0.014,0.0218,0.38,0.927,116.44,232720
6cJqlSO19vsfCsH1FeFI35,Sublime,Santeria,0.673,0.772,1,-5.246,0,0.0427,0.0223,1.23e-06,0.141,0.585,90.356,183200
6MdqqkQ8sSC0WB4i8PyRuQ,Blackstreet,No Diggity,0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,304600
65GZzBP1qyk4zH7c8RIJYD,Christina Aguilera,Come on over Baby (All I Want Is You) - Radio Version,0.825,0.914,8,-3.207,1,0.102,0.216,2.43e-05,0.228,0.774,118.912,204533
3QRM0qZB7oMYavveH0iEqx,Ini Kamoze,Here Comes the Hotstepper - Heartical Mix,0.889,0.454,4,-8.598,0,0.221,0.0141,0.000186,0.203,0.436,100.36,250467
30qVCFYKBtAENjTIBA8FPZ,Billy Joel,The River of Dreams,0.631,0.749,7,-8.15,1,0.0576,0.205,5.21e-06,0.0667,0.437,89.646,247627
00WvmRXTkPBZNhhRK3xfdy,Backstreet Boys,As Long as You Love Me,0.775,0.816,0,-5.534,1,0.0281,0.164,0.0,0.126,0.753,98.219,214333
1Cwsd5xI8CajJz795oy4XF,New Radicals,You Get What You Give,0.621,0.901,2,-5.396,1,0.0302,0.17,0.0,0.0875,0.744,113.967,300773
66LCa77E7ux7S6oT0YfRBn,Eminem,My Name Is,0.856,0.679,5,-6.411,0,0.351,0.0489,0.0,0.0895,0.85,85.535,268400
59WN2psjkt1tyaxjspN8fp,Rage Against The Machine,Killing In The Name,0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,313573
3ZpQiJ78LKINrW9SQTgbXd,Sheryl Crow,All I Wanna Do,0.82,0.528,9,-11.179,1,0.0321,0.111,0.0186,0.257,0.931,120.091,272107
5ghIJDpPoe3CfHMGu71E6T,Nirvana,Smells Like Teen Spirit,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920
